dbn,n_prgm,school_name,diadetails,location,website,total_students,addtl_info1,school_accessibility_description,url,coor,lat,long,n,prgm_set
06M552,2,Gregorio Luperon High School for Science and Mathematics,,"501 West 165th Street, Manhattan NY 10032 (40.8381,-73.9383)",glhs.nyc,521,"10th Grade Seats Available,College Trips,Community Service Expected,Dress Code,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Multi-Session School,Online Grading System,Orientation,Summer Bridge,Summer Internships,Uniform,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/16810,"40.8381,-73.9383",40.8381,-73.9383,0.1,"Bilingual Spanish Science & Mathematics, Dual Language Spanish"
07X221,1,South Bronx Preparatory: A College Board School,,"360 East 145th Street, Bronx NY 10454 (40.813612,-73.920851)",www.southbronxprep.net,652,"College Trips,Community Service Expected,Dress Code,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Internships Available,Online Grading System,Orientation,Summer Orientation,Uniform",Not Accessible,https://www.myschools.nyc/en/schools/high-school/15612,"40.813612,-73.920851",40.813612,-73.920851,0.05,South Bronx Preparatory
07X223,2,"Laboratory School of Finance and Technology, The",,"360 East 145th Street, Bronx NY 10454 (40.813612,-73.920851)",www.mshs223.org,683,"College Trips,Community School,Community Service Expected,Dress Code,Extended Year,Internships Available,Online Grading System,Summer Bridge,Uniform,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/16099,"40.813612,-73.920851",40.813612,-73.920851,0.1,"Dual Language Spanish Program, The Laboratory School of Finance and Technology"
07X259,1,"H.E.R.O. High (Health, Education, and Research Occupations High School)",,"455 Southern Boulevard, Bronx NY 10455 (40.810671,-73.907528)",https://aomeara20.wixsite.com/herohigh,532,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Early College,Extended Day Tutoring,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/18328,"40.810671,-73.907528",40.810671,-73.907528,0.05,"HERO High (Health, Education, and Research Occupations High School"
07X334,1,International Community High School,,"345 Brook Avenue, Bronx NY 10454 (40.810314,-73.918774)",http://www.internationalcommunityhs.org/,410,"10th Grade Seats Available,College Trips,Extended Day Program,Health Center,Online Grading System,Orientation,Summer Internships,Summer Orientation,Uniform,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/18724,"40.810314,-73.918774",40.810314,-73.918774,0.05,International Community High School
07X427,1,Community School for Social Justice,,"350 Gerard Avenue, Bronx NY 10451 (40.815712,-73.92996)",www.cssjbronx.org,310,"10th Grade Seats Available,College Trips,Community Service Expected,Health Center,Online Grading System,Summer Bridge",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/16364,"40.815712,-73.92996",40.815712,-73.92996,0.05,Social Action
07X473,1,Mott Haven Village Preparatory High School,,"701 St. Anns Avenue, Bronx NY 10455 (40.818041,-73.911633)",https://www.schools.nyc.gov/schools/X473,302,LYFE (Living For The Young Family Through Education),Not Accessible,https://www.myschools.nyc/en/schools/high-school/15676,"40.818041,-73.911633",40.818041,-73.911633,0.05,Mott Haven Village Preparatory High School
07X495,2,University Heights Secondary School,,"701 St. Anns Avenue, Bronx NY 10455 (40.818041,-73.911633)",UniversityHeightsHighSchool.org,581,"10th Grade Seats Available,College Trips,Community Service Expected,Dress Code,Health Center,Internships Available,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Bridge,Summer Internships,Uniform,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/18719,"40.818041,-73.911633",40.818041,-73.911633,0.1,"Humanities, STEM (Science, Technology, Engineering and Mathematics"
07X500,1,Hostos-Lincoln Academy of Science,,"600 Saint Ann's Avenue, Bronx NY 10455 (40.814857,-73.912038)",www.hostoslincoln.org,535,"10th Grade Seats Available,College Trips,Early College,Extended Day Tutoring,Health Center,Online Grading System,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15333,"40.814857,-73.912038",40.814857,-73.912038,0.05,Hostos-Lincoln Academy of Science
07X522,2,Bronx Design and Construction Academy,,"333 East 151st Street, Bronx NY 10451 (40.818645,-73.919949)",www.bxdesign.org,382,"Career and Technical Education (CTE),College Trips,Community Service Expected,Extended Day Tutoring,Internship Expected,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17992,"40.818645,-73.919949",40.818645,-73.919949,0.1,"Building Construction and Technology, Architecture and Design"
07X527,2,Bronx Leadership Academy II High School,,"730 Concourse Village West, Bronx NY 10451 (40.821828,-73.922366)",https://www.schools.nyc.gov/schools/X527,496,"10th Grade Seats Available,College Trips,Community Service Expected,Dress Code,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Uniform,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/15036,"40.821828,-73.922366",40.821827999999996,-73.922366,0.1,"Bronx Leadership Academy II High School, Bronx Leadership Academy II High School D75 Inclusion Program"
07X548,1,Careers in Sports High School,,"730 Concourse Village West, Bronx NY 10451 (40.821828,-73.922366)",www.cishs.org,499,"10th Grade Seats Available,Community School",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/19378,"40.821828,-73.922366",40.821827999999996,-73.922366,0.05,Careers in Sports High School
07X551,1,"Urban Assembly Bronx Academy of Letters, The",,"339 Morris Avenue, Bronx NY 10451 (40.813681,-73.925995)",http://www.bronxletters.org/,586,10th Grade Seats Available,Partially Accessible,https://www.myschools.nyc/en/schools/high-school/18075,"40.813681,-73.925995",40.813681,-73.925995,0.05,Bronx Academy of Letters
07X600,3,Alfred E. Smith Career and Technical Education High School,,"333 East 151st Street, Bronx NY 10451 (40.818645,-73.919949)",www.aesmithhs.org,435,"Career and Technical Education (CTE),College Trips,Extended Day Program,Online Grading System,Orientation,Summer Internships,Summer Orientation,Uniform",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16801,"40.818645,-73.919949",40.818645,-73.919949,0.15,"NATEF Automotive Technology, Bilingual Spanish NATEF Automotive Technology, Graphic Arts"
07X625,1,Walkabout Bronx High School,,"730 Concourse Village West, Bronx, NY 10451 (,)",www.walkaboutbronx.org,NA,"College Trips,Community Service Expected,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Internships",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/18043,",",NA,NA,0.05,Walkabout Bronx High School
07X670,1,Health Opportunities High School,,"350 Gerard Avenue, Bronx NY 10451 (40.815712,-73.92996)",www.hopschool.com,476,"10th Grade Seats Available,College Trips,Community School,Community Service Expected,Dress Code,Extended Day Credit Recovery,Extended Day Tutoring,Health Center,Internship Expected,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/15019,"40.815712,-73.92996",40.815712,-73.92996,0.05,Health Opportunities High School
08X269,1,Bronx Studio School for Writers and Artists,,"928 Simpson Street, Bronx NY 10459 (40.820388,-73.892961)",http://www.bsswa.org/,611,"College Trips,Community School,Dress Code,Extended Day Program,Extended Day Tutoring,Internships Available,Online Grading System,Orientation,Summer Bridge,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/14904,"40.820388,-73.892961",40.820388,-73.892961,0.05,Bronx Studio School for Writers and Artists
08X282,1,Women's Academy of Excellence,,"456 White Plains Road, Bronx NY 10473 (40.815043,-73.85607)",www.thewae.org,230,"10th Grade Seats Available,College Trips,Dress Code,Online Grading System,Orientation,Uniform",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/14896,"40.815043,-73.85607",40.815043,-73.85607,0.05,Women's Academy of Excellence
08X293,2,Renaissance High School for Musical Theater and the Arts,,"3000 East Tremont Avenue, Bronx NY 10461 (40.839775,-73.839583)",www.renaissancemtt.org,431,"10th Grade Seats Available,College Trips,Dress Code,Extended Day Credit Recovery,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Bridge,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15294,"40.839775,-73.839583",40.839775,-73.839583,0.1,"Renaissance High School for Musical Theater and the Arts, Renaissance High School for Musical Theater D75 Inclusion Program"
08X312,2,Millennium Art Academy,,"1980 Lafayette Avenue, Bronx NY 10473 (40.821218,-73.85593)",www.bxmaa.com/index.html,406,"10th Grade Seats Available,College Trips,Community Service Expected,Extended Day Credit Recovery,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/18698,"40.821218,-73.85593",40.821218,-73.85593,0.1,"Millennium Art Academy, Millennium Art Academy ASD Nest Program"
08X320,1,Pelham Lab High School,,"3000 East Tremont Avenue, Bronx NY 10461 (40.839775,-73.839583)",pelhamlabhs.org,450,"10th Grade Seats Available,College Trips,Community Service Expected,Extended Day Program,Extended Day Tutoring,Health Center,Online Grading System,Orientation,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17074,"40.839775,-73.839583",40.839775,-73.839583,0.05,Pelham Lab High School
08X348,1,Schuylerville Preparatory High School,,"3000 East Tremont Avenue, Bronx NY 10461 (40.839775,-73.839583)",www.schuylervilleprephs.org,383,,Partially Accessible,https://www.myschools.nyc/en/schools/high-school/19661,"40.839775,-73.839583",40.839775,-73.839583,0.05,Schuylerville Preparatory High School
08X349,1,Bronx River High School,,"3000 East Tremont Avenue, Bronx NY 10461 (40.839775,-73.839583)",bronxriverhs.org,460,"College Trips,Community Service Expected,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Orientation,Uniform",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/19702,"40.839775,-73.839583",40.839775,-73.839583,0.05,Bronx River High School
08X367,1,"Archimedes Academy for Math, Science and Technology Applications",,"456 White Plains Road, Bronx NY 10473 (40.815043,-73.85607)",www.archimedesacademy.org,593,,Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16415,"40.815043,-73.85607",40.815043,-73.85607,0.05,"Archimedes Academy for Math, Science and Technology"
08X376,2,Antonia Pantoja Preparatory Academy: A College Board School,,"1980 Lafayette Avenue, Bronx NY 10473 (40.821218,-73.85593)",www.appabx.org,396,Community School,Partially Accessible,https://www.myschools.nyc/en/schools/high-school/19342,"40.821218,-73.85593",40.821218,-73.85593,0.1,"Antonia Pantoja Preparatory Academy: A College Board School, Antonia Pantoja Preparatory Academy D75 Inclusion Program"
08X405,5,Herbert H. Lehman High School,,"3000 East Tremont Avenue, Bronx NY 10461 (40.839775,-73.839583)",https://www.lehmanhs.com/,898,"10th Grade Seats Available,College Trips,Community School,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/14816,"40.839775,-73.839583",40.839775,-73.839583,0.25,"Computer Science/Information Technology Program, Anne Hutchinson Honors Program, Herbert H. Lehman High School D75 Inclusion Program, Herbert H. Lehman High School ACES 12:1:1 Program, Zoned"
08X432,1,Bronx Bridges High School,,"1980 Lafayette Avenue, Bronx NY 10473 (40.821218,-73.85593)",https://bronxbridges.org/,341,,Partially Accessible,https://www.myschools.nyc/en/schools/high-school/18110,"40.821218,-73.85593",40.821218,-73.85593,0.05,Bronx Bridges High School
08X452,3,Gotham Collaborative High School,,"1980 Lafayette Avenue, Bronx NY 10473 (40.821218,-73.85593)",www.gchs.nyc,485,"10th Grade Seats Available,College Trips,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17311,"40.821218,-73.85593",40.821218,-73.85593,0.15,"Gotham Collaborative, College Preparatory Program, Gotham Collaborative High School D75 Inclusion Program"
08X530,1,Longwood Preparatory Academy,,"965 Longwood Avenue, Bronx NY 10459 (40.817741,-73.897876)",www.longwoodprep.org,328,"Career and Technical Education (CTE),College Trips,Community School,Extended Day Program,Health Center,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Orientation,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/15457,"40.817741,-73.897876",40.817741,-73.897876,0.05,Longwood Preparatory Academy
08X537,1,Bronx Arena High School,,,bronxarena.org,195,10th Grade Seats Available,Fully Accessible,https://www.myschools.nyc/en/schools/high-school/19773,NA,NA,NA,0.05,Bronx Arena High School
08X558,2,Westchester Square Academy,,"3000 East Tremont Avenue, Bronx NY 10461 (40.839775,-73.839583)",https://westchestersquare.wordpress.com/,508,"10th Grade Seats Available,College Trips,Dress Code,Extended Day Program,Health Center,Online Grading System,Orientation,Summer Orientation,Uniform,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16518,"40.839775,-73.839583",40.839775,-73.839583,0.1,"Westchester Square Academy, Westchester Square Academy Honors Program"
08X559,1,School for Tourism and Hospitality,,"900 Tinton Avenue, Bronx NY 10456 (40.821723,-73.902892)",https://www.schools.nyc.gov/schools/X559,249,"10th Grade Seats Available,Career and Technical Education (CTE),LYFE (Living For The Young Family Through Education)",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/18863,"40.821723,-73.902892",40.821723,-73.902892,0.05,School for Tourism and Hospitality
08X561,1,Bronx Compass High School,,"1980 Lafayette Avenue, Bronx NY 10473 (40.821218,-73.85593)",https://www.bronxcompass.org/,374,"10th Grade Seats Available,College Trips,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17233,"40.821218,-73.85593",40.821218,-73.85593,0.05,Bronx Compass High School
09X227,1,Bronx Collegiate Academy,,"240 East 172nd Street, Bronx NY 10457 (40.839307,-73.911366)",www.bronxcollegiate.org,350,"10th Grade Seats Available,College Trips,Community School,Community Service Expected,Dress Code,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Health Center,Internship Expected,Internships Available,LYFE (Living For The Young Family Through Education),Multi-Session School,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Uniform,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16659,"40.839307,-73.911366",40.839307,-73.911366,0.05,Bronx Collegiate Academy
09X231,1,Eagle Academy for Young Men,,"4143 Third Avenue, Bronx NY 10457 (40.845366,-73.897479)",https://www.eaglebronx.org/,494,"10th Grade Seats Available,College Trips,Dress Code,Online Grading System,Orientation,Summer Internships,Summer Orientation,Uniform,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/17952,"40.845366,-73.897479",40.845366,-73.897479,0.05,The Eagle Academy for Young Men
09X241,1,"Urban Assembly School for Applied Math and Science, The",,"1595 Bathgate Avenue, Bronx NY 10457 (40.839508,-73.901774)",AMSbronx.org,599,,Fully Accessible,https://www.myschools.nyc/en/schools/high-school/16377,"40.839508,-73.901774",40.839508,-73.901774,0.05,Urban Assembly School for Applied Math and Science
09X250,1,Eximius College Preparatory Academy: A College Board School,,"1363 Fulton Avenue, Bronx NY 10456 (40.833884,-73.902794)",www.eximiusprep.org,393,"College Trips,Community Service Expected,Dress Code,Extended Day Tutoring,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Uniform,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/18813,"40.833884,-73.902794",40.833884,-73.902794,0.05,Eximius College Preparatory Academy: A College Board School
09X252,1,Mott Hall Bronx High School,,"1595 Bathgate Avenue, Bronx NY 10457 (40.839508,-73.901774)",https://sites.google.com/a/mhbx.org/mott-hall-bronx-high-school/home,356,,Fully Accessible,https://www.myschools.nyc/en/schools/high-school/18124,"40.839508,-73.901774",40.839508,-73.901774,0.05,Mott Hall Bronx High School
09X260,1,Bronx Center for Science and Mathematics,,"1363 Fulton Avenue, Bronx NY 10456 (40.833884,-73.902794)",https://bronxcenter.nyc/,441,"Dress Code,Extended Day Program,Online Grading System,Orientation,Uniform",Not Accessible,https://www.myschools.nyc/en/schools/high-school/14945,"40.833884,-73.902794",40.833884,-73.902794,0.05,Bronx Center for Science and Mathematics
09X263,1,Validus Preparatory Academy,,"1595 Bathgate Avenue, Bronx NY 10457 (40.839508,-73.901774)",validusprep.org,359,,Fully Accessible,https://www.myschools.nyc/en/schools/high-school/18715,"40.839508,-73.901774",40.839508,-73.901774,0.05,Validus Preparatory Academy
09X297,1,Morris Academy for Collaborative Studies,,"1110 Boston Road, Bronx NY 10456 (40.827455,-73.90392)",www.macsx297.org,432,"College Trips,Community School,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,LYFE (Living For The Young Family Through Education),Online Grading System,Summer Bridge,Summer Internships,Summer Orientation,Uniform,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15179,"40.827455,-73.90392",40.827455,-73.90392,0.05,Morris Academy for Collaborative Studies
09X324,1,Bronx Early College Academy for Teaching & Learning,,"250 East 164th Street, Bronx NY 10456 (40.828009,-73.917705)",https://www.schools.nyc.gov/schools/X324,466,"10th Grade Seats Available,Career and Technical Education (CTE),Community School",Not Accessible,https://www.myschools.nyc/en/schools/high-school/15552,"40.828009,-73.917705",40.828009,-73.917705,0.05,Pre-International Baccalaureate Diploma Honors Program
09X327,1,Comprehensive Model School Project M.S. 327,,"1501 Jerome Avenue, Bronx NY 10452 (40.842503,-73.916084)",https://www.schools.nyc.gov/schools/X327,708,"College Trips,Health Center,Internships Available,Online Grading System,Uniform,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/15568,"40.842503,-73.916084",40.842503,-73.916084,0.05,Comprehensive Model School Project (CMSP
09X329,1,Dreamyard Preparatory School,,"240 East 172nd Street, Bronx NY 10457 (40.839307,-73.911366)",www.dyprep.org,271,"10th Grade Seats Available,Community School,LYFE (Living For The Young Family Through Education)",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16496,"40.839307,-73.911366",40.839307,-73.911366,0.05,DreamYard Preparatory School
09X350,1,New Directions Secondary School,,"240 East 172nd Street, Bronx NY 10457 (40.839307,-73.911366)",http://www.ndssbx.org,197,"College Trips,Community School,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Internships,Summer Orientation",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17142,"40.839307,-73.911366",40.839307,-73.911366,0.05,New Directions Secondary School
09X365,3,Academy for Language and Technology,,"1700 Macombs Road, Bronx NY 10453 (40.849416,-73.915217)",https://www.schools.nyc.gov/schools/X365,331,"Career and Technical Education (CTE),College Trips,Community Service Expected,Dress Code,Extended Day Program,Health Center,Internship Expected,Multi-Session School,Online Grading System,Orientation,Summer Bridge,Uniform,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/17063,"40.849416,-73.915217",40.849416,-73.915217,0.15,"Media Communications, Computer Technology, Computer Networking"
09X403,1,Bronx International High School,,"1110 Boston Road, Bronx NY 10456 (40.827455,-73.90392)",www.bronxinternationalhs.com,375,"10th Grade Seats Available,Career and Technical Education (CTE),LYFE (Living For The Young Family Through Education)",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/19438,"40.827455,-73.90392",40.827455,-73.90392,0.05,Bronx International High School
09X404,1,School for Excellence,,"1110 Boston Road, Bronx NY 10456 (40.827455,-73.90392)",www.schoolforexcellence.org,249,"10th Grade Seats Available,College Trips,Community School,Dress Code,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15451,"40.827455,-73.90392",40.827455,-73.90392,0.05,School for Excellence
09X412,2,Bronx High School of Business,,"240 East 172nd Street, Bronx NY 10457 (40.839307,-73.911366)",https://www.schools.nyc.gov/schools/X412,303,"10th Grade Seats Available,Career and Technical Education (CTE),Community School,LYFE (Living For The Young Family Through Education)",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16847,"40.839307,-73.911366",40.839307,-73.911366,0.1,"Bronx High School of Business, Bilingual Education"
09X413,1,Bronx High School for Medical Science,,"240 East 172nd Street, Bronx NY 10457 (40.839307,-73.911366)",https://www.schools.nyc.gov/schools/X413,427,"10th Grade Seats Available,College Trips,Dress Code,Health Center,Internships Available,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/18329,"40.839307,-73.911366",40.839307,-73.911366,0.05,Medical and Health Sciences
09X505,1,"Bronx School for Law, Government and Justice",,"244 East 163rd Street, Bronx NY 10451 (40.827461,-73.919024)",www.BronxLGJ.org,740,"10th Grade Seats Available,College Trips,Dress Code,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Internships Available,Multi-Session School,Online Grading System,Orientation,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/19247,"40.827461,-73.919024",40.827461,-73.919024,0.05,"Bronx School for Law, Government and Justice"
09X517,1,Frederick Douglass Academy III Secondary School,,"3630 Third Avenue, Bronx NY 10456 (40.833493,-73.903951)",fdaiiibx.org,333,"College Trips,Community School,Community Service Expected,Dress Code,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/15777,"40.833493,-73.903951",40.833493,-73.903951,0.05,Frederick Douglass Academy III
09X525,1,Bronx Leadership Academy High School,,"1710 Webster Avenue, Bronx NY 10457 (40.84325,-73.902969)",bronxleadershipacademy.org,466,"10th Grade Seats Available,Community School",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/15764,"40.84325,-73.902969",40.84325,-73.902969,0.05,Bronx Leadership Academy
09X543,1,High School for Violin and Dance,,"1110 Boston Road, Bronx NY 10456 (40.827455,-73.90392)",www.hsvd.org,225,LYFE (Living For The Young Family Through Education),Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17655,"40.827455,-73.90392",40.827455,-73.90392,0.05,Violin and Dance
09X564,1,Claremont International High School,,"240 East 172nd Street, Bronx NY 10457 (40.839307,-73.911366)",claremontihs.org,363,LYFE (Living For The Young Family Through Education),Partially Accessible,https://www.myschools.nyc/en/schools/high-school/18798,"40.839307,-73.911366",40.839307,-73.911366,0.05,Claremont International High School
09X568,1,Young Women's Leadership School of the Bronx (TYWLS),,"1865 Morris Avenue, Bronx NY 10453 (40.848552,-73.909022)",www.tywlsbronx.org,537,"10th Grade Seats Available,College Trips,Extended Day Program,Extended Day Tutoring,Internships Available,Summer Bridge,Uniform,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/16075,"40.848552,-73.909022",40.848552,-73.909022,0.05,"Young Womens Leadership School, Bronx"
10X141,1,Riverdale / Kingsbridge Academy (Middle School / High School 141) (RKA),,"660 West 237th Street, Bronx NY 10463 (40.887407,-73.914141)",www.RKA141.org,1540,"College Trips,Community Service Expected,Dress Code,Extended Day Credit Recovery,Extended Day Tutoring,Internships Available,Online Grading System,Orientation",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16628,"40.887407,-73.914141",40.887407,-73.914141,0.05,RKA Humanities
10X213,1,Bronx Engineering and Technology Academy,,"99 Terrace View Avenue, Bronx NY 10463 (40.877379,-73.912686)",www.betahighschool.org,395,"10th Grade Seats Available,Career and Technical Education (CTE)",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15618,"40.877379,-73.912686",40.877379,-73.912686,0.05,Bronx Engineering & Technology Academy (BETA
10X225,5,Theatre Arts Production Company School,,"2225 Webster Avenue, Bronx NY 10457 (40.854257,-73.897404)",www.tapconyc.org,523,"10th Grade Seats Available,College Trips,Dress Code,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Internships,Summer Orientation,Uniform,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/18621,"40.854257,-73.897404",40.854257,-73.897404,0.25,"Instrumental Music, Vocal Music, Dance, Drama, Visual Arts"
10X237,1,"Marie Curie School for Medicine, Nursing, and Health Professions, The",,"120 West 231st Street, Bronx NY 10463 (40.875636,-73.901565)",WWW.MCHSBRONX.ORG,383,"Career and Technical Education (CTE),College Trips,Dress Code,Health Center,Internships Available,Online Grading System,Summer Orientation,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/18179,"40.875636,-73.901565",40.875636,-73.901565,0.05,"Marie Curie School for Medicine, Nursing, and Health Professions"
10X243,1,West Bronx Academy for the Future,,"500 East Fordham Road, Bronx NY 10458 (40.859466,-73.888625)",www.westbronxacademy.org,614,"College Trips,Dress Code,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Bridge,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16656,"40.859466,-73.888625",40.859466,-73.888625,0.05,West Bronx Academy for the Future
10X264,1,Bronx Academy for Software Engineering (BASE),,"2474 Crotona Avenue, Bronx NY 10458 (40.855392,-73.882487)",bronxsoftware.org,396,"Career and Technical Education (CTE),Early College",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16475,"40.855392,-73.882487",40.855392,-73.882487,0.05,Bronx Academy for Software Engineering (BASE
10X268,1,Kingsbridge International High School,,"2780 Reservoir Avenue, Bronx NY 10468 (40.869061,-73.897066)",https://www.schools.nyc.gov/schools/X268,434,"College Trips,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Summer Bridge,Summer Orientation,Uniform,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/15368,"40.869061,-73.897066",40.869061,-73.897066,0.05,Kingsbridge International High School
10X284,1,Bronx School of Law and Finance,,"99 Terrace View Avenue, Bronx NY 10463 (40.877379,-73.912686)",https://www.schools.nyc.gov/schools/X284,392,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Health Center,Online Grading System,Orientation,Summer Internships,Summer Orientation",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/18372,"40.877379,-73.912686",40.877379,-73.912686,0.05,Bronx School of Law and Finance
10X342,1,International School for Liberal Arts,,"2780 Reservoir Avenue, Bronx NY 10468 (40.869061,-73.897066)",www.islaschool.com,508,Community School,Fully Accessible,https://www.myschools.nyc/en/schools/high-school/18556,"40.869061,-73.897066",40.869061,-73.897066,0.05,International School for Liberal Arts
10X351,1,Bronx Collaborative High School,,"100 West Mosholu Parkway South, Bronx NY 10468 (40.879958,-73.889011)",www.bxchs.org,561,"10th Grade Seats Available,LYFE (Living For The Young Family Through Education)",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15629,"40.879958,-73.889011",40.879958,-73.889011,0.05,Bronx Collaborative High School
10X353,2,World View High School,,"100 West Mosholu Parkway South, Bronx NY 10468 (40.879958,-73.889011)",worldviewhs.org,583,LYFE (Living For The Young Family Through Education),Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17297,"40.879958,-73.889011",40.879958,-73.889011,0.1,"World View High School, Spanish Transitional Bilingual"
