dbn,program,program_name,grade9geapplicantsperseat,grade9swdapplicantsperseat,eligibility,prgdesc,admissionspriority1,admissionspriority2,admissionspriority3,admissionspriority4,requirement_1,requirement_2,requirement_3,requirement_4,requirement_5,school_name,diadetails,location,website,total_students,addtl_info1,school_accessibility_description,url,rqr1,rqr2,rqr3,rqr4,rqr5,three_rqr,top_priority,ge_per_seat,lat,long,counter,ell,interest,code,id,extracurricular_activities,school_sports,language_classes,neighborhood,info,lunch,girls,boys,international,specialized,pbat,ptech,transfer,earlycollege,sport,academicopportunities1,number,offer_rate1,graduation_rate,overview_paragraph
19K422,program2,Spring Creek Community School D75 Inclusion Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring Creek Community School,NA,"1065 Elton Street, Brooklyn NY 11208 (40.657266,-73.874064)",https://www.schools.nyc.gov/schools/K422,530,Community School,Fully Accessible,https://www.myschools.nyc/en/schools/high-school/14982,NA,NA,NA,NA,NA,NA,No Priority,NA,40.657366,-73.873964,1,No ELL Programs,,K31U,K31U Spring Creek Community School D75 Inclusion Program,,,Spanish,Bergen Beach,"19K422,Spring Creek Community School,Spanish,Bergen Beach",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Basketball,Bowling,Basketball,Bowling,Indoor Track,Outdoor Track","State of the art school facility equipped w/science labs; all classrooms have SmartBoards, laptop carts, document cameras, video production equipment",2,,0.97000003,"This is a small 6th through 12th grade school where students receive personal and individualized attention as they focus on their rigorous academic and creative work. We offer project-based learning that challenges students to question, discuss, collaborate, develop critical thinking skills, and solve problems. We incorporate the arts, critical literacy, and technology in all subjects. We believe that the key to achievement is to not only involve our students, but also their families-parents appreciate our focus on collaboration and communication and they can expect regular contact with our school. Our approach to education and relationships between all stake holders emphasize community responsibility, citizenship, and personal agency."
19K502,program1,FDNY-Captain Vernon A. Richard High School for Fire and Life Safety,3,8,NA,The program will lead to EMT certifications and employment with the FDNY after graduation.,Priority to students who reside in the geographical catchment area,Then to Brooklyn students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,FDNY - Captain Vernon A. Richard High School for Fire and Life Safety,NA,"400 Pennsylvania Avenue, Brooklyn NY 11207 (40.666868,-73.895122)",FDNYHS.org,269,"Career and Technical Education (CTE),LYFE (Living For The Young Family Through Education)",Not Accessible,https://www.myschools.nyc/en/schools/high-school/16378,NA,NA,NA,NA,NA,NA,Other,3,40.666868,-73.895122,0,No ELL Programs,Health Professions,K62X,K62X FDNY-Captain Vernon A. Richard High School for Fire and Life Safety,,,Spanish,East New York,"19K502,FDNY - Captain Vernon A. Richard High School for Fire and Life Safety,Health Professions,Spanish,East New York",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Baseball,Basketball,Cross Country,Football,Indoor Track,Outdoor Track,Soccer,Volleyball,Basketball,Flag Football,Indoor Track,Outdoor Track,Volleyball,Stunt",Introduces the occupational benefits of the Fire and Emergency Medical Services (EMS),1,28% of offers went to this group,0.81999999,"FDNY-Captain Vernon A. Richard High School for Fire and Life Safety (FDNY High School) is a joint program between the Fire Department and the Department of Education. Many graduates from FDNY Captain Vernon A. Richard High School for Fire and Life Safety go on to gain employment at the Fire Department. The curriculum offers students an opportunity to enroll in FDNY Electives including EMS 101 (for Juniors) and FDNY Prep (for Seniors). FDNY Administrators, Firefighters, Paramedics, and EMTs serve as Instructors for these programs and provide both academic and hands on instruction. The school also offers all the college preparatory classes and structures within the career planning as well."
19K504,program1,High School for Civil Rights and Law,3,4,NA,"Curriculum emphasizes issues relating to civil rights awareness and the American Constitution. Emphasis is placed on Law and Law-related professions. Ongoing debates, cultural performances and talent shows.",Priority to Brooklyn students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,High School for Civil Rights,NA,"400 Pennsylvania Avenue, Brooklyn NY 11207 (40.666868,-73.895122)",www.civilrightshs.org,233,"10th Grade Seats Available,LYFE (Living For The Young Family Through Education)",Not Accessible,https://www.myschools.nyc/en/schools/high-school/18889,NA,NA,NA,NA,NA,NA,to Brooklyn residents,3,40.666968000000004,-73.895022,1,Spanish,Law & Government,K63X,K63X High School for Civil Rights and Law,,,Spanish,East New York,"19K504,High School for Civil Rights,Law & Government,Spanish,East New York",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Baseball,Basketball,Cross Country,Football,Indoor Track,Outdoor Track,Soccer,Volleyball,Basketball,Flag Football,Indoor Track,Outdoor Track,Volleyball,Stunt",Nurturing Learning Environment for Students,1,82% of offers went to this group,0.63,"This is a dynamic institution that provides high-quality programs that emphasize Civil Rights issues and Law. Students develop skills in lyrical composition, writing, musical recording and producing, and culinary arts. Students compete in Moot Court competitions, and serve as judges, attorneys, jurors, bailiffs, and clerks in the Academy's Youth Court. A courtroom is available for mock trials and law-related classes. Whether your plans are to enroll in a four-year university or a law enforcement or legal training program, the High School for Civil Rights provides students with the academic background and workplace exposure needed for success. AP courses, Public Speaking, NAACP, Honor Roll Society, Drivers Ed, PSAL sports are also offered."
19K507,program1,Dance,15,19,NA,"Four years of technique classes in ballet, modern, jazz, and tap. Two years of advanced studio classes in choreography and composition.",Priority to Brooklyn students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Performing Arts and Technology High School,NA,"400 Pennsylvania Avenue, Brooklyn NY 11207 (40.666868,-73.895122)",www.pathsnyc.org,379,"10th Grade Seats Available,College Trips,Dress Code,Extended Day Program,Extended Day Tutoring,Health Center,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Bridge,Summer Orientation,Uniform,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/18744,NA,NA,NA,NA,NA,NA,to Brooklyn residents,15,40.667068,-73.894922,2,Spanish,Performing Arts,K61D,K61D Dance,"Band, Book Club, Chorus, Community Service, Culture Club, Dance and Music Productions, Dance Team, Drama, Film/Video Production, Journalism, Marching Band, Peer Mediation Team, Photography, Robotics, Step Team, Student Council, Student Executive Leadership Team, Theater Company, Yearbook, Music Studio Production",Step Team - Fire Flame Steppers,Spanish,East New York,"19K507,Performing Arts and Technology High School,Performing Arts,Band,Book Club,Chorus,Community Service,Culture Club,Dance and Music Productions,Dance Team,Drama,Film/Video Production,Journalism,Marching Band,Peer Mediation Team,Photography,Robotics,Step Team,Student Council,Student Executive Leadership Team,Theater Company,Yearbook,Music Studio Production,Step Team - Fire Flame Steppers,Spanish,East New York",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Baseball,Basketball,Cross Country,Football,Indoor Track,Outdoor Track,Soccer,Volleyball,Basketball,Flag Football,Indoor Track,Outdoor Track,Volleyball,Stunt,Step Team - Fire Flame Steppers","Introduction to the Performing Arts and Technology; Students select a major in Dance, Theater, Technology or Choir.",1,92% of offers went to this group,0.93000001,"Students are provided with a comprehensive education that includes performing arts, technology, and a choice of seven Advanced Placement (AP) courses. Our school develops the talents of students through dance, drama, and instrumental and vocal music. We offer graphic and webpage design and CISCO Certification Training. We build partnerships with the professional performing arts community, institutions of higher learning, and other organizations to provide opportunities for internships or college-level study: Brooklyn College, Medgar Ever College, Syracuse University, SAGA Innovations, the Step Up program, the Leadership Organization, and Hip Hop 4 Life. Our clubs and teams develop leadership capacity in all members of our school community."
19K507,program2,Music,9,16,NA,"A four-year intensive program which will develop students' technique, creativity, and expression while learning music theory, notation, and performance. Students will select a major in either vocal or instrumental music. Students can participate in chorus.",Priority to Brooklyn students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Performing Arts and Technology High School,NA,"400 Pennsylvania Avenue, Brooklyn NY 11207 (40.666868,-73.895122)",www.pathsnyc.org,379,"10th Grade Seats Available,College Trips,Dress Code,Extended Day Program,Extended Day Tutoring,Health Center,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Bridge,Summer Orientation,Uniform,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/18744,NA,NA,NA,NA,NA,NA,to Brooklyn residents,9,40.667068,-73.894922,2,Spanish,Performing Arts,K61M,K61M Music,"Band, Book Club, Chorus, Community Service, Culture Club, Dance and Music Productions, Dance Team, Drama, Film/Video Production, Journalism, Marching Band, Peer Mediation Team, Photography, Robotics, Step Team, Student Council, Student Executive Leadership Team, Theater Company, Yearbook, Music Studio Production",Step Team - Fire Flame Steppers,Spanish,East New York,"19K507,Performing Arts and Technology High School,Performing Arts,Band,Book Club,Chorus,Community Service,Culture Club,Dance and Music Productions,Dance Team,Drama,Film/Video Production,Journalism,Marching Band,Peer Mediation Team,Photography,Robotics,Step Team,Student Council,Student Executive Leadership Team,Theater Company,Yearbook,Music Studio Production,Step Team - Fire Flame Steppers,Spanish,East New York",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Baseball,Basketball,Cross Country,Football,Indoor Track,Outdoor Track,Soccer,Volleyball,Basketball,Flag Football,Indoor Track,Outdoor Track,Volleyball,Stunt,Step Team - Fire Flame Steppers","Introduction to the Performing Arts and Technology; Students select a major in Dance, Theater, Technology or Choir.",2,62% of offers went to this group,0.93000001,"Students are provided with a comprehensive education that includes performing arts, technology, and a choice of seven Advanced Placement (AP) courses. Our school develops the talents of students through dance, drama, and instrumental and vocal music. We offer graphic and webpage design and CISCO Certification Training. We build partnerships with the professional performing arts community, institutions of higher learning, and other organizations to provide opportunities for internships or college-level study: Brooklyn College, Medgar Ever College, Syracuse University, SAGA Innovations, the Step Up program, the Leadership Organization, and Hip Hop 4 Life. Our clubs and teams develop leadership capacity in all members of our school community."
19K507,program3,Technology,17,32,NA,"A two-year intensive program that includes graphic design, web design, and CISCO Certification Training.",Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,Performing Arts and Technology High School,NA,"400 Pennsylvania Avenue, Brooklyn NY 11207 (40.666868,-73.895122)",www.pathsnyc.org,379,"10th Grade Seats Available,College Trips,Dress Code,Extended Day Program,Extended Day Tutoring,Health Center,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Bridge,Summer Orientation,Uniform,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/18744,NA,NA,NA,NA,NA,NA,to NYC residents,17,40.667068,-73.894922,2,Spanish,Computer Science & Technology,K61R,K61R Technology,"Band, Book Club, Chorus, Community Service, Culture Club, Dance and Music Productions, Dance Team, Drama, Film/Video Production, Journalism, Marching Band, Peer Mediation Team, Photography, Robotics, Step Team, Student Council, Student Executive Leadership Team, Theater Company, Yearbook, Music Studio Production",Step Team - Fire Flame Steppers,Spanish,East New York,"19K507,Performing Arts and Technology High School,Computer Science & Technology,Band,Book Club,Chorus,Community Service,Culture Club,Dance and Music Productions,Dance Team,Drama,Film/Video Production,Journalism,Marching Band,Peer Mediation Team,Photography,Robotics,Step Team,Student Council,Student Executive Leadership Team,Theater Company,Yearbook,Music Studio Production,Step Team - Fire Flame Steppers,Spanish,East New York",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Baseball,Basketball,Cross Country,Football,Indoor Track,Outdoor Track,Soccer,Volleyball,Basketball,Flag Football,Indoor Track,Outdoor Track,Volleyball,Stunt,Step Team - Fire Flame Steppers","Introduction to the Performing Arts and Technology; Students select a major in Dance, Theater, Technology or Choir.",3,,0.93000001,"Students are provided with a comprehensive education that includes performing arts, technology, and a choice of seven Advanced Placement (AP) courses. Our school develops the talents of students through dance, drama, and instrumental and vocal music. We offer graphic and webpage design and CISCO Certification Training. We build partnerships with the professional performing arts community, institutions of higher learning, and other organizations to provide opportunities for internships or college-level study: Brooklyn College, Medgar Ever College, Syracuse University, SAGA Innovations, the Step Up program, the Leadership Organization, and Hip Hop 4 Life. Our clubs and teams develop leadership capacity in all members of our school community."
19K507,program4,Drama / Theater Arts,6,9,NA,"A four-year intensive program that includes a combination of acting, voice, diction, and script analysis.",Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,Performing Arts and Technology High School,NA,"400 Pennsylvania Avenue, Brooklyn NY 11207 (40.666868,-73.895122)",www.pathsnyc.org,379,"10th Grade Seats Available,College Trips,Dress Code,Extended Day Program,Extended Day Tutoring,Health Center,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Bridge,Summer Orientation,Uniform,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/18744,NA,NA,NA,NA,NA,NA,to NYC residents,6,40.667068,-73.894922,2,Spanish,Performing Arts/Visual Art & Design,K61T,K61T Drama / Theater Arts,"Band, Book Club, Chorus, Community Service, Culture Club, Dance and Music Productions, Dance Team, Drama, Film/Video Production, Journalism, Marching Band, Peer Mediation Team, Photography, Robotics, Step Team, Student Council, Student Executive Leadership Team, Theater Company, Yearbook, Music Studio Production",Step Team - Fire Flame Steppers,Spanish,East New York,"19K507,Performing Arts and Technology High School,Performing Arts/Visual Art & Design,Band,Book Club,Chorus,Community Service,Culture Club,Dance and Music Productions,Dance Team,Drama,Film/Video Production,Journalism,Marching Band,Peer Mediation Team,Photography,Robotics,Step Team,Student Council,Student Executive Leadership Team,Theater Company,Yearbook,Music Studio Production,Step Team - Fire Flame Steppers,Spanish,East New York",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Baseball,Basketball,Cross Country,Football,Indoor Track,Outdoor Track,Soccer,Volleyball,Basketball,Flag Football,Indoor Track,Outdoor Track,Volleyball,Stunt,Step Team - Fire Flame Steppers","Introduction to the Performing Arts and Technology; Students select a major in Dance, Theater, Technology or Choir.",4,,0.93000001,"Students are provided with a comprehensive education that includes performing arts, technology, and a choice of seven Advanced Placement (AP) courses. Our school develops the talents of students through dance, drama, and instrumental and vocal music. We offer graphic and webpage design and CISCO Certification Training. We build partnerships with the professional performing arts community, institutions of higher learning, and other organizations to provide opportunities for internships or college-level study: Brooklyn College, Medgar Ever College, Syracuse University, SAGA Innovations, the Step Up program, the Leadership Organization, and Hip Hop 4 Life. Our clubs and teams develop leadership capacity in all members of our school community."
19K510,program1,CNA Certified Nursing Assistant Program,3,3,NA,CTE Curriculum provides a pathway for students to transition from high school to post secondary opportunities in health careers. Students will engage in hands-on experience by providing patients with health care needs in various medical settings through clinical internship programs.,Priority to students who reside in the geographical catchment area,Then to Brooklyn students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,World Academy for Total Community Health High School (WATCH),NA,"400 Pennsylvania Avenue, Brooklyn NY 11207 (40.666868,-73.895122)",www.watchnyc.org,199,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Dress Code,Extended Day Credit Recovery,Extended Day Program,Health Center,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Internships,Summer Orientation,Uniform,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/18903,NA,NA,NA,NA,NA,NA,Other,3,40.667168000000004,-73.894822,3,No ELL Programs,Health Professions; Science & Math,K65A,K65A CNA Certified Nursing Assistant Program,,,Spanish,East New York,"19K510,World Academy for Total Community Health High School (WATCH),Health Professions; Science & Math,Spanish,East New York",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Baseball,Basketball,Cross Country,Football,Indoor Track,Outdoor Track,Soccer,Volleyball,Basketball,Flag Football,Indoor Track,Outdoor Track,Volleyball,Stunt",Advanced Placement and Pre-Advanced Placement courses,1,13% of offers went to this group,0.74000001,"WATCH prepares students for careers in the health field through a challenging program leading to an Advanced Regents Diploma or Nursing Assistant State Certification. WATCH creates a socially supportive learning environment that ensures student success through access to all aspects of the health care field including internships and community service.  Students are not only prepared to enter institutions of higher education, but also learn how to make healthy choices in their lives and advocate for the total health of their families, communities, nation, and ultimately  the world."
19K510,program2,Medical Science,4,4,NA,"Students will discover the science of protecting and improving the health of the entire population. The goal is to acquire the knowledge to address concerns within the physical environment, research and investigate risk factors, providing motivations for changes in lifestyles, and develop services for the maintenance of healthy lifestyles. Students will engage in service learning opportunities to further their interest in careers such as public health administration and health care.",Priority to students who reside in the geographical catchment area,Then to Brooklyn students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,World Academy for Total Community Health High School (WATCH),NA,"400 Pennsylvania Avenue, Brooklyn NY 11207 (40.666868,-73.895122)",www.watchnyc.org,199,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Dress Code,Extended Day Credit Recovery,Extended Day Program,Health Center,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Internships,Summer Orientation,Uniform,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/18903,NA,NA,NA,NA,NA,NA,Other,4,40.667168000000004,-73.894822,3,No ELL Programs,Health Professions; Science & Math,K65X,K65X Medical Science,,,Spanish,East New York,"19K510,World Academy for Total Community Health High School (WATCH),Health Professions; Science & Math,Spanish,East New York",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Baseball,Basketball,Cross Country,Football,Indoor Track,Outdoor Track,Soccer,Volleyball,Basketball,Flag Football,Indoor Track,Outdoor Track,Volleyball,Stunt",Advanced Placement and Pre-Advanced Placement courses,2,22% of offers went to this group,0.74000001,"WATCH prepares students for careers in the health field through a challenging program leading to an Advanced Regents Diploma or Nursing Assistant State Certification. WATCH creates a socially supportive learning environment that ensures student success through access to all aspects of the health care field including internships and community service.  Students are not only prepared to enter institutions of higher education, but also learn how to make healthy choices in their lives and advocate for the total health of their families, communities, nation, and ultimately  the world."
19K583,program1,Multicultural High School,2,1,Open only to New York City residents whose home language is Spanish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Multicultural High School,NA,"999 Jamaica Avenue, Brooklyn NY 11208 (40.693002,-73.869305)",mhsbk.org,299,"10th Grade Seats Available,Career and Technical Education (CTE),Community School,LYFE (Living For The Young Family Through Education)",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17082,NA,NA,NA,NA,NA,NA,No Priority,2,40.693002,-73.869305,0,Spanish,Humanities & Interdisciplinary,L40A,L40A Multicultural High School,,,Spanish,Cypress Hills,"19K583,Multicultural High School,Humanities & Interdisciplinary,Spanish,Cypress Hills",FALSE,NA,NA,1,NA,NA,NA,NA,NA,"Baseball,Basketball,Bowling,Football,Outdoor Track,Soccer,Swimming,Volleyball,Basketball,Bowling,Indoor Track,Softball,Tennis,Volleyball,Cricket,Golf","We offer both: a Transitional Bilingual Program and a Dual Language Program. To help our students adjust in a new country, we provide all of our new students with a Peer Group Mentor.",1,,0.81,"Our school is dedicated to helping English Language Learners (ELLs) develop their English proficiency. We believe that mastery of the English language is essential for college and work. Students are offered additional training in English as a New Language, technology, and other subjects during our extended-day program and on Saturdays. Classes are designed to prepare students to meet graduation requirements and the challenges of college and career. Supportive teachers will assist students as they meet their academic potential and become well-rounded, productive members of society. Newcomers are welcome."
19K583,program2,Dual Language Spanish,6,5,NA,Dual Language programs are designed to integrate English Language Learners with English-proficient students to receive content instruction in English and a target language.,Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,Multicultural High School,NA,"999 Jamaica Avenue, Brooklyn NY 11208 (40.693002,-73.869305)",mhsbk.org,299,"10th Grade Seats Available,Career and Technical Education (CTE),Community School,LYFE (Living For The Young Family Through Education)",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17082,NA,NA,NA,NA,NA,NA,to NYC residents,6,40.693002,-73.869305,0,Spanish,Humanities & Interdisciplinary,L40B,L40B Dual Language Spanish,,,Spanish,Cypress Hills,"19K583,Multicultural High School,Humanities & Interdisciplinary,Spanish,Cypress Hills",FALSE,NA,NA,1,NA,NA,NA,NA,NA,"Baseball,Basketball,Bowling,Football,Outdoor Track,Soccer,Swimming,Volleyball,Basketball,Bowling,Indoor Track,Softball,Tennis,Volleyball,Cricket,Golf","We offer both: a Transitional Bilingual Program and a Dual Language Program. To help our students adjust in a new country, we provide all of our new students with a Peer Group Mentor.",2,,0.81,"Our school is dedicated to helping English Language Learners (ELLs) develop their English proficiency. We believe that mastery of the English language is essential for college and work. Students are offered additional training in English as a New Language, technology, and other subjects during our extended-day program and on Saturdays. Classes are designed to prepare students to meet graduation requirements and the challenges of college and career. Supportive teachers will assist students as they meet their academic potential and become well-rounded, productive members of society. Newcomers are welcome."
19K615,program1,Computer Forensic Science and Technology,5,9,NA,"Prepares students for careers in computer forensics and law enforcement. The course focuses on concepts of computers and transitions into security awareness, hacking, and mobile device and advanced computer forensics. Certificates/Industry exams-IC3, IT Fundamentals, and Cyber-Security.",Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,Transit Tech Career and Technical Education High School,NA,"1 Wells Street, Brooklyn NY 11208 (40.67878,-73.875328)",https://transittechhs.org/,715,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Extended Day Tutoring,Health Center,Internship Expected,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15533,NA,NA,NA,NA,NA,NA,to NYC residents,5,40.67878,-73.875328,0,No ELL Programs,Computer Science & Technology,K69B,K69B Computer Forensic Science and Technology,,,Spanish,East New York,"19K615,Transit Tech Career and Technical Education High School,Computer Science & Technology,Spanish,East New York",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Baseball,Basketball,Bowling,Cross Country,Handball,Indoor Track,Outdoor Track,Soccer,Volleyball,Basketball,Softball,Volleyball,Cricket","Each incoming student receives a career foundation in an introductory STEM course covering Engineering Design, Engineering Fundamentals, Computer Aided Design, Digital Electronics, and Computer Art.",1,,0.70999998,"Transit Tech offers a comprehensive curriculum of technical and academic programs that prepare students to be both college and career ready. Through our college and industry partners, including our unique partnership with the New York City Transit Authority, students access college-level and advanced placement pre-engineering/STEM courses, in addition to paid internship and apprenticeship opportunities that lead to lucrative careers."
19K615,program2,Transit Industrial Electronics,3,6,NA,"Prepares students for careers in the electronics field. Students will develop knowledge of computer circuitry, micro-technology, analog and digital electronics, basic electronics, and circuit boards. Students learn about electricity basics, voltage, and current. Students are eligible for direct employment with MTA agencies including NYC Transit. Certificates/Industry Exams: Electronics Technician Association (ETA).",Open to New York City residents,NA,NA,NA,2018-19 ELA/Math State Test Scores - 45%,2018-19 Final Grades - 25%,2019-20 Marking Period Grades - 30%,NA,NA,Transit Tech Career and Technical Education High School,NA,"1 Wells Street, Brooklyn NY 11208 (40.67878,-73.875328)",https://transittechhs.org/,715,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Extended Day Tutoring,Health Center,Internship Expected,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15533,2018-19 ELA/Math State Test Scores,2018-19 Final Grades,2019-20 Marking Period Grades,NA,NA,TRUE,to NYC residents,3,40.67878,-73.875328,0,No ELL Programs,Engineering,K69K,K69K Transit Industrial Electronics,,,Spanish,East New York,"19K615,Transit Tech Career and Technical Education High School,Engineering,Spanish,East New York",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Baseball,Basketball,Bowling,Cross Country,Handball,Indoor Track,Outdoor Track,Soccer,Volleyball,Basketball,Softball,Volleyball,Cricket","Each incoming student receives a career foundation in an introductory STEM course covering Engineering Design, Engineering Fundamentals, Computer Aided Design, Digital Electronics, and Computer Art.",2,,0.70999998,"Transit Tech offers a comprehensive curriculum of technical and academic programs that prepare students to be both college and career ready. Through our college and industry partners, including our unique partnership with the New York City Transit Authority, students access college-level and advanced placement pre-engineering/STEM courses, in addition to paid internship and apprenticeship opportunities that lead to lucrative careers."
19K615,program3,Transit Industrial Electrician,5,10,NA,"Prepares students for competitive, high-paying careers in residential and commercial electrical wiring systems that can be obtained right after high school. Students are provided with the necessary theoretical and practical knowledge to install and repair these systems. Students obtain the following valuable certificates: OSHA 10hr and SkillsUSA Construction Wiring. Students achieve employment with the NYC Transit Authority and unionized fields of employment within the electrical industry.",Open to New York City residents,NA,NA,NA,2018-19 ELA/Math State Test Scores - 45%,2018-19 Final Grades - 25%,2019-20 Marking Period Grades - 30%,NA,NA,Transit Tech Career and Technical Education High School,NA,"1 Wells Street, Brooklyn NY 11208 (40.67878,-73.875328)",https://transittechhs.org/,715,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Extended Day Tutoring,Health Center,Internship Expected,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15533,2018-19 ELA/Math State Test Scores,2018-19 Final Grades,2019-20 Marking Period Grades,NA,NA,TRUE,to NYC residents,5,40.67878,-73.875328,0,No ELL Programs,Engineering; Project-Based Learning,K69L,K69L Transit Industrial Electrician,,,Spanish,East New York,"19K615,Transit Tech Career and Technical Education High School,Engineering; Project-Based Learning,Spanish,East New York",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Baseball,Basketball,Bowling,Cross Country,Handball,Indoor Track,Outdoor Track,Soccer,Volleyball,Basketball,Softball,Volleyball,Cricket","Each incoming student receives a career foundation in an introductory STEM course covering Engineering Design, Engineering Fundamentals, Computer Aided Design, Digital Electronics, and Computer Art.",3,,0.70999998,"Transit Tech offers a comprehensive curriculum of technical and academic programs that prepare students to be both college and career ready. Through our college and industry partners, including our unique partnership with the New York City Transit Authority, students access college-level and advanced placement pre-engineering/STEM courses, in addition to paid internship and apprenticeship opportunities that lead to lucrative careers."
19K615,program4,Transit Technician Technology,3,7,NA,"Prepares students for careers in electrical and automotive systems related to transportation, as well as industrial and commercial wiring systems. Students are trained in a state-of-the-art lab, utilizing tools and equipment aligned with the MTA's training facilities. Students work with authentic subway cars and NYC buses. Students graduate qualified for direct employment with the NYC Transit Authority. Students obtain valuable certificates, including OSHA 10hr and SkillsUSA Construction Wiring.",Open to New York City residents,NA,NA,NA,2018-19 ELA/Math State Test Scores - 45%,2018-19 Final Grades - 25%,2019-20 Marking Period Grades - 30%,NA,NA,Transit Tech Career and Technical Education High School,NA,"1 Wells Street, Brooklyn NY 11208 (40.67878,-73.875328)",https://transittechhs.org/,715,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Extended Day Tutoring,Health Center,Internship Expected,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15533,2018-19 ELA/Math State Test Scores,2018-19 Final Grades,2019-20 Marking Period Grades,NA,NA,TRUE,to NYC residents,3,40.67878,-73.875328,0,No ELL Programs,Engineering,K69M,K69M Transit Technician Technology,,,Spanish,East New York,"19K615,Transit Tech Career and Technical Education High School,Engineering,Spanish,East New York",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Baseball,Basketball,Bowling,Cross Country,Handball,Indoor Track,Outdoor Track,Soccer,Volleyball,Basketball,Softball,Volleyball,Cricket","Each incoming student receives a career foundation in an introductory STEM course covering Engineering Design, Engineering Fundamentals, Computer Aided Design, Digital Electronics, and Computer Art.",4,,0.70999998,"Transit Tech offers a comprehensive curriculum of technical and academic programs that prepare students to be both college and career ready. Through our college and industry partners, including our unique partnership with the New York City Transit Authority, students access college-level and advanced placement pre-engineering/STEM courses, in addition to paid internship and apprenticeship opportunities that lead to lucrative careers."
